Timestamp,MQ4,MQ3,MQ7,MQ135,MQ136,Temp,Hum,PM,Label
14:46:51.227,324,242,455,235,435,21.6,34.8,373,0
14:46:51.755,314,243,456,264,434,21.6,35.3,333,0
14:46:52.283,322,244,499,240,438,21.6,35.4,375,0
14:46:52.811,317,245,453,225,435,21.5,35.4,260,0
14:46:53.339,315,244,460,224,435,21.6,35.3,322,0
14:46:53.867,313,244,452,238,459,21.6,35.3,378,0
14:46:54.395,320,239,456,231,546,21.6,35.5,369,0
14:46:54.924,323,223,458,223,423,21.7,35.3,360,0
14:46:55.453,316,236,450,235,433,21.6,35.3,340,0
14:46:55.981,322,245,460,221,431,21.6,35.3,336,0
14:46:56.509,348,245,461,235,422,21.6,35.3,282,0
14:46:57.037,317,237,446,236,430,21.7,35.3,311,0
14:46:57.566,305,232,476,233,436,21.6,35.5,377,0
14:46:58.094,318,219,452,219,439,21.7,35.4,323,0
14:46:58.624,315,238,449,236,432,21.6,35.3,350,0
14:46:59.151,321,235,451,228,429,21.6,35.4,377,0
14:46:59.680,321,241,454,228,432,21.6,35.3,391,0
14:47:00.207,320,243,450,240,437,21.6,35.3,328,0
14:47:00.736,322,237,452,234,438,21.6,35.5,322,0
14:47:01.264,321,237,453,231,410,21.6,35.6,248,0
14:47:01.793,320,216,450,217,427,21.6,35.4,332,0
14:47:02.321,321,249,467,237,434,21.6,35.5,379,0
14:47:02.850,323,245,496,236,434,21.6,35.5,365,0
14:47:03.379,322,256,440,236,430,21.6,35.4,397,0
14:47:03.906,324,245,453,236,426,21.6,35.4,376,0
14:47:04.435,303,231,454,227,430,21.6,35.4,358,0
14:47:04.962,326,251,461,232,483,21.6,35.4,346,0
14:47:05.490,326,241,452,236,433,21.6,35.4,340,0
14:47:06.018,325,242,450,234,432,21.6,35.5,312,0
14:47:06.547,319,241,451,223,429,21.6,35.4,338,0
14:47:07.075,321,246,456,240,442,21.6,35.4,323,0
14:47:07.603,298,247,440,242,426,21.6,35.4,337,0
14:47:08.132,326,203,455,222,438,21.6,35.4,330,0
14:47:08.659,320,227,451,219,438,21.6,35.4,341,0
14:47:09.188,325,244,485,227,433,21.6,35.4,315,0
14:47:09.715,326,235,458,235,430,21.6,35.4,355,0
14:47:10.244,330,239,456,224,431,21.6,35.4,318,0
14:47:10.771,330,209,456,206,432,21.6,35.4,364,0
14:47:11.300,321,243,458,278,434,21.6,35.3,266,0
14:47:11.827,321,248,458,251,434,21.6,35.3,381,0
14:47:12.356,325,270,462,232,419,21.6,35.4,330,0
14:47:12.883,321,238,457,242,403,21.6,35.3,294,0
14:47:13.412,318,246,457,276,436,21.6,35.3,353,0
14:47:13.939,320,234,454,238,432,21.6,35.3,349,0
14:47:14.468,314,238,450,234,430,21.6,35.3,395,0
14:47:14.996,320,247,479,237,434,21.6,35.3,320,0
14:47:15.524,323,246,454,236,422,21.6,35.3,175,0
14:47:16.051,316,240,458,229,497,21.6,35.3,314,0
14:47:16.579,324,250,466,240,434,21.6,35.3,429,0
14:47:17.107,321,238,474,236,434,21.6,35.3,378,0
14:47:17.635,312,252,454,238,436,21.6,35.3,305,0
14:47:18.164,289,247,458,237,442,21.6,35.3,256,0
14:47:18.691,325,247,457,243,435,21.6,35.3,375,0
14:47:19.219,311,239,460,234,425,21.6,35.3,148,0
14:47:19.747,322,251,462,237,422,21.7,35.3,363,0
14:47:20.276,315,239,451,234,428,21.6,35.3,360,0
14:47:20.804,320,247,461,237,432,21.6,35.3,459,0
14:47:21.333,309,247,452,237,431,21.6,35.3,376,0
14:47:21.860,314,228,442,245,448,21.6,35.3,404,0
14:47:22.389,324,236,461,228,435,21.6,35.3,260,0
14:47:22.916,323,243,450,241,440,21.6,35.4,340,0
14:47:23.444,318,240,452,235,431,21.6,35.3,364,0
14:47:23.972,324,244,459,257,434,21.6,35.3,314,0
14:47:24.500,324,240,456,226,433,21.6,35.3,312,0
14:47:25.028,318,232,454,231,428,21.6,35.3,273,0
14:47:25.556,320,240,459,239,431,21.6,35.3,313,0
14:47:26.085,320,241,458,232,439,21.6,35.5,320,0
14:47:26.613,319,240,459,234,420,21.6,35.3,241,0
14:47:27.141,300,245,449,237,442,21.6,35.3,316,0
14:47:27.669,323,230,461,229,438,21.6,35.4,163,0
14:47:28.197,324,240,462,235,438,21.6,35.3,221,0
14:47:28.725,324,249,474,240,435,21.6,35.3,368,0
14:47:29.253,326,229,463,218,438,21.6,35.4,382,0
14:47:29.781,321,249,458,238,369,21.6,35.3,300,0
14:47:30.309,315,236,462,226,422,21.6,35.3,318,0
14:47:30.837,321,243,461,235,399,21.6,35.3,357,0
14:47:31.365,324,242,445,236,435,21.6,35.3,409,0
14:47:31.892,330,243,446,238,434,21.6,35.3,180,0
14:47:32.421,322,252,461,237,436,21.6,35.3,376,0
14:47:32.948,318,251,460,212,434,21.6,35.3,288,0
14:47:33.477,316,244,456,230,431,21.6,35.3,381,0
14:47:34.005,316,242,458,240,423,21.6,35.3,289,0
14:47:34.533,320,256,464,238,432,21.6,35.4,303,0
14:47:35.061,318,244,456,240,428,21.7,35.4,351,0
14:47:35.590,318,242,458,232,442,21.6,35.3,386,0
14:47:36.118,318,247,459,257,434,21.6,35.3,346,0
14:47:36.645,320,229,456,229,433,21.6,35.3,253,0
14:47:37.174,321,243,462,262,438,21.6,35.5,305,0
14:47:37.702,320,213,461,228,436,21.6,35.4,325,0
14:47:38.231,326,250,455,233,430,21.6,35.4,346,0
14:47:38.758,330,203,448,239,439,21.6,35.4,339,0
14:47:39.287,326,256,456,237,430,21.6,35.4,304,0
14:47:39.815,317,222,458,232,421,21.6,35.4,392,0
14:47:40.343,340,251,452,240,432,21.6,35.4,292,0
14:47:40.871,324,260,489,240,433,21.6,35.4,349,0
14:47:41.399,290,253,442,238,444,21.6,35.4,298,0
14:47:41.927,325,244,460,228,433,21.6,35.3,376,0
14:47:42.455,324,245,458,240,421,21.6,35.5,361,0
14:47:42.984,317,251,456,235,435,21.6,35.4,308,0
14:47:43.512,316,256,457,228,429,21.6,35.4,299,0
14:47:44.040,326,250,460,239,436,21.6,35.4,321,0
14:47:44.567,324,253,458,232,435,21.6,35.4,324,0
14:47:45.096,320,256,482,242,437,21.6,35.4,399,0
14:47:45.624,313,249,458,227,434,21.5,35.5,384,0
14:47:46.152,325,257,464,241,431,21.6,35.8,407,0
14:47:46.679,320,248,458,233,425,21.6,35.4,423,0
14:47:47.208,321,224,460,225,434,21.6,35.4,349,0
14:47:47.735,362,258,468,246,432,21.6,35.5,331,0
14:47:48.265,317,253,456,232,432,21.6,35.3,337,0
14:47:48.792,321,239,460,234,434,21.6,35.4,384,0
14:47:49.321,320,260,461,237,425,21.8,35.3,380,0
14:47:49.848,320,249,502,235,437,21.6,35.3,352,0
14:47:50.377,320,254,460,232,430,21.7,35.3,401,0
14:47:50.905,317,259,459,285,433,21.7,35.3,508,0
14:47:51.435,318,241,455,230,436,21.6,35.3,298,0
14:47:51.963,322,265,453,236,431,21.6,35.3,272,0
14:47:52.491,310,256,448,234,436,21.6,35.3,301,0
14:47:53.019,316,258,460,240,436,21.6,35.3,369,0
14:47:53.547,316,245,493,236,441,21.7,35.3,321,0
14:47:54.075,403,250,444,236,434,21.6,35.3,299,0
14:47:54.604,320,257,458,241,430,21.6,35.3,300,0
14:47:55.131,321,249,460,224,432,21.6,35.3,337,0
14:47:55.660,321,247,456,235,434,21.6,35.3,381,0
14:47:56.187,313,257,448,242,439,21.6,35.5,216,0
14:47:56.717,337,248,443,233,438,21.6,35.3,290,0
14:47:57.244,320,222,468,225,432,21.6,35.3,311,0
14:47:57.773,328,253,476,241,438,21.6,35.4,367,0
14:47:58.300,303,260,457,238,434,21.6,35.3,434,0
14:47:58.829,321,244,472,229,437,21.6,35.3,374,0
14:47:59.356,328,251,464,241,430,21.6,35.4,348,0
14:47:59.885,304,250,441,235,424,21.6,35.3,219,0
14:48:00.412,322,254,465,240,434,21.6,35.3,373,0
14:48:00.940,325,245,461,226,436,21.6,35.3,382,0
14:48:01.468,317,260,458,241,435,21.6,35.3,211,0
14:48:01.996,325,227,460,240,438,21.6,35.3,152,0
14:48:02.524,322,246,458,227,442,21.6,35.3,287,0
14:48:03.052,317,248,448,238,434,21.6,35.3,277,0
14:48:03.580,318,256,459,248,422,21.6,35.2,314,0
14:48:04.109,313,259,441,222,415,21.6,35.3,198,0
14:48:04.636,325,253,463,222,385,21.6,35.3,403,0
14:48:05.165,316,253,452,261,430,21.6,35.2,340,0
14:48:05.692,332,257,480,240,434,21.6,35.3,282,0
14:48:06.220,321,250,458,236,431,21.5,35.3,396,0
14:48:06.748,321,249,463,237,433,21.6,35.3,443,0
14:48:07.276,325,251,487,229,429,21.6,35.2,400,0
14:48:07.804,318,257,489,235,436,21.6,35.2,311,0
14:48:08.332,317,252,461,239,420,21.6,35.2,348,0
14:48:08.860,324,263,465,237,430,21.6,35.3,379,0
14:48:09.389,313,254,459,256,430,21.5,35.5,357,0
14:48:09.916,320,225,465,226,439,21.6,35.3,364,0
14:48:10.444,303,251,452,240,432,21.6,35.3,364,0
14:48:10.972,303,252,446,240,433,21.6,35.3,320,0
14:48:11.500,316,252,453,238,435,21.6,35.3,346,0
14:48:12.028,306,260,452,239,434,21.6,35.3,313,0
14:48:12.556,317,250,450,237,434,21.6,35.5,309,0
14:48:13.085,321,251,456,236,427,21.6,35.3,384,0
14:48:13.613,330,253,452,241,430,21.5,35.4,307,0
14:48:14.141,320,241,474,208,427,21.5,35.4,340,0
14:48:14.669,307,261,450,242,434,21.6,35.3,363,0
14:48:15.197,320,262,352,238,433,21.6,35.3,305,0
14:48:15.725,317,259,460,239,425,21.6,34.8,228,0
14:48:16.254,315,260,472,239,436,21.6,35.3,274,0
14:48:16.781,330,264,452,237,425,21.6,35.4,354,0
14:48:17.309,322,257,460,237,422,21.5,35.4,387,0
14:48:17.837,323,264,522,240,434,21.7,35.3,295,0
14:48:18.366,320,257,486,241,435,21.7,35.4,308,0
14:48:18.895,296,261,446,242,438,21.6,35.3,297,0
14:48:19.423,312,256,445,236,434,21.6,35.3,256,0
14:48:19.951,322,251,458,235,416,21.6,35.5,370,0
14:48:20.480,318,266,463,274,435,21.6,35.4,308,0
14:48:21.008,323,256,460,236,436,21.6,35.3,348,0
14:48:21.536,324,260,508,237,432,21.7,35.4,357,0
14:48:22.065,313,256,453,239,429,21.6,35.3,280,0
14:48:22.593,304,253,441,238,434,21.6,35.4,447,0
14:48:23.121,323,259,476,238,433,21.6,35.8,337,0
14:48:23.649,324,261,462,241,442,21.7,35.4,429,0
14:48:24.178,321,243,460,237,438,21.6,35.3,411,0
14:48:24.706,326,258,459,226,439,21.6,35.4,326,0
14:48:25.234,323,256,474,232,426,21.6,35.4,352,0
14:48:25.762,321,248,464,240,434,21.6,35.4,370,0
14:48:26.290,295,260,440,244,435,21.6,35.3,422,0
14:48:26.817,328,253,456,275,436,21.6,35.4,348,0
14:48:27.346,320,246,460,225,430,21.6,35.3,350,0
14:48:27.873,320,264,445,239,436,21.6,35.3,277,0
14:48:28.402,320,256,450,240,434,21.6,35.4,355,0
14:48:28.929,320,263,459,258,440,21.6,35.4,300,0
14:48:29.458,322,258,454,239,431,21.6,35.4,393,0
14:48:29.986,320,230,452,264,430,21.6,35.4,340,0
14:48:30.514,318,256,464,234,437,21.6,35.3,380,0
14:48:31.042,321,244,461,222,423,21.6,35.3,345,0
14:48:31.570,326,260,459,280,436,21.6,35.4,270,0
14:48:32.098,317,241,460,228,435,21.6,35.3,389,0
14:48:32.626,320,228,471,208,433,21.6,35.5,346,0
14:48:33.155,372,262,462,239,430,21.6,35.3,655,0
14:48:33.683,321,262,476,241,468,21.6,35.3,339,0
14:48:34.210,317,246,466,224,433,21.7,35.3,563,0
14:48:34.740,318,248,468,239,426,21.6,35.3,347,0
14:48:35.267,320,256,462,224,434,21.7,35.3,361,0
14:48:35.797,315,250,463,237,422,21.6,35.3,361,0
14:48:36.325,315,243,456,239,434,21.6,35.3,307,0
14:48:36.853,322,266,453,241,435,21.6,35.4,315,0
14:48:37.381,323,257,463,241,425,21.6,34.8,383,0
14:48:37.908,313,252,456,241,440,21.6,35.4,344,0
14:48:38.437,328,258,464,227,428,21.6,35.3,297,0
14:48:38.965,320,260,457,240,439,21.6,35.3,367,0
14:48:39.492,327,265,460,242,429,21.6,35.4,326,0
14:48:40.021,324,254,459,239,442,21.7,35.3,351,0
14:48:40.549,320,254,460,225,434,21.6,35.3,320,0
14:48:41.078,295,252,441,239,439,21.6,35.3,321,0
14:48:41.605,324,253,458,230,423,21.6,35.3,240,0
14:48:42.134,295,256,448,236,389,21.6,35.5,327,0
14:48:42.662,324,254,458,247,435,21.6,35.3,347,0
14:48:43.191,324,243,462,228,437,21.6,35.5,408,0
14:48:43.719,325,256,458,228,428,21.6,35.3,372,0
14:48:44.248,313,256,445,237,430,21.5,35.4,350,0
14:48:44.775,320,251,458,248,425,21.6,35.3,313,0
14:48:45.304,325,249,464,227,435,21.7,35.3,334,0
14:48:45.832,316,256,456,196,435,21.6,35.3,341,0
14:48:46.360,327,264,447,240,439,21.6,35.3,395,0
14:48:46.888,321,238,458,263,442,21.6,35.3,345,0
14:48:47.417,323,257,466,239,424,21.6,35.3,337,0
14:48:47.944,321,247,458,226,433,21.6,35.3,262,0
14:48:48.473,321,257,461,231,443,21.6,35.5,357,0
14:48:49.002,325,252,460,231,432,21.6,35.3,297,0
14:48:49.530,321,258,452,238,440,21.6,35.3,368,0
14:48:50.058,269,256,444,238,434,21.6,35.4,295,0
14:48:50.586,330,262,461,237,429,21.6,35.4,344,0
14:48:51.113,331,261,456,242,443,21.6,35.4,356,0
14:48:51.641,310,261,449,237,427,21.5,35.4,379,0
14:48:52.169,313,256,486,238,431,21.6,35.3,240,0
14:48:52.697,321,231,463,225,437,21.6,35.4,368,0
14:48:53.225,312,256,443,234,433,21.8,35.7,281,0
14:48:53.754,321,265,455,233,436,21.6,35.4,165,0
14:48:54.282,320,257,461,229,426,21.8,35.3,321,0
14:48:54.810,310,272,451,244,434,21.6,35.5,459,0
14:48:55.340,328,257,463,217,435,21.6,35.4,353,0
14:48:55.867,321,270,505,240,437,21.6,35.4,299,0
14:48:56.396,320,259,458,236,422,21.6,35.4,380,0
14:48:56.923,326,263,462,239,422,21.6,35.4,396,0
14:48:57.451,313,257,456,268,432,21.6,35.5,245,0
14:48:57.980,318,257,458,214,434,21.6,35.8,234,0
14:48:58.508,318,262,456,226,430,21.6,35.4,260,0
14:48:59.036,293,270,445,236,431,21.6,35.4,299,0
14:48:59.564,317,265,454,215,440,21.6,35.4,327,0
14:49:00.093,318,266,458,244,434,21.8,35.3,303,0
14:49:00.620,309,260,442,241,431,21.6,35.4,338,0
14:49:01.148,326,251,492,236,491,21.6,35.4,539,0
14:49:01.676,320,260,452,230,439,21.5,35.5,381,0
14:49:02.204,326,254,504,240,436,21.6,35.4,391,0
14:49:02.732,321,269,463,239,426,21.5,35.5,423,0
14:49:03.261,326,243,458,221,458,21.6,35.4,478,0
14:49:03.788,315,261,462,261,432,21.6,35.8,481,0
14:49:04.317,318,267,460,235,428,21.6,35.5,547,0
14:49:04.845,321,266,461,264,429,21.7,35.4,363,0
14:49:05.374,311,262,473,235,427,21.6,35.4,167,0
14:49:05.902,332,262,456,237,428,21.6,35.4,482,0
14:49:06.431,311,258,449,236,434,21.6,35.5,317,0
14:49:06.959,328,265,446,240,433,21.6,35.4,520,0
14:49:07.487,322,269,459,241,431,21.6,35.3,322,0
14:49:08.015,321,257,456,228,413,21.6,35.3,345,0
14:49:08.543,323,261,484,233,431,21.6,35.4,404,0
14:49:09.071,318,270,456,238,440,21.6,35.4,328,0
14:49:09.599,321,256,472,215,442,21.6,35.3,367,0
14:49:10.127,324,258,479,241,435,21.6,35.8,407,0
14:49:10.655,314,253,468,229,430,21.6,35.3,477,0
14:49:11.183,323,265,458,239,437,21.6,35.4,474,0
14:49:11.711,325,262,462,234,425,21.6,35.4,279,0
14:49:12.239,322,268,465,237,439,21.6,35.8,333,0
14:49:12.766,324,241,462,240,414,21.6,35.3,410,0
14:49:13.295,313,260,457,242,457,21.6,35.3,331,0
14:49:13.823,320,241,458,222,431,21.6,35.3,410,0
14:49:14.351,308,253,465,235,485,21.6,35.5,405,0
14:49:14.880,329,256,459,226,440,21.7,35.3,426,0
14:49:15.409,313,262,460,272,430,21.6,35.3,304,0
14:49:15.937,318,267,463,266,436,21.6,35.3,443,0
14:49:16.465,315,333,462,233,410,21.6,35.3,408,0
14:49:16.993,326,265,470,232,428,21.7,35.4,413,0
14:49:17.522,318,258,504,235,432,21.6,35.5,399,0
14:49:18.051,321,258,465,211,411,21.6,35.3,413,0
14:49:18.579,316,256,466,229,416,21.6,35.3,421,0
14:49:19.107,320,260,459,257,433,21.6,35.3,359,0
14:49:19.635,322,260,462,234,436,21.8,35.2,367,0
14:49:20.162,322,266,466,277,435,21.6,35.3,393,0
14:49:20.691,311,254,462,230,420,21.8,35.2,416,0
14:49:21.219,316,224,462,224,433,21.6,35.3,416,0
14:49:21.747,293,266,460,240,437,21.6,35.4,325,0
14:49:22.275,318,270,462,251,439,21.6,35.3,324,0
14:49:22.803,322,267,455,238,429,21.6,35.4,509,0
14:49:23.331,322,263,464,236,436,21.5,35.4,440,0
14:49:23.858,330,260,448,233,434,21.6,35.4,426,0
14:49:24.387,317,248,441,236,430,21.6,35.3,404,0
14:49:24.914,322,259,456,230,441,21.6,35.3,429,0
14:49:25.443,314,260,448,237,431,21.6,35.4,435,0
14:49:25.971,319,260,452,229,431,21.6,35.4,356,0
14:49:26.499,320,259,460,233,436,21.6,35.4,408,0
14:49:27.027,324,269,460,261,436,21.6,35.6,349,0
14:49:27.555,324,266,474,236,436,21.6,35.4,426,0
14:49:28.083,320,260,458,234,432,21.5,35.5,416,0
14:49:28.611,320,271,459,226,436,21.6,35.5,353,0
14:49:29.140,316,261,458,228,432,21.6,35.8,379,0
14:49:29.667,321,265,460,272,437,21.6,35.4,377,0
14:49:30.196,322,269,457,238,432,21.6,35.4,382,0
14:49:30.723,323,268,460,261,437,21.6,35.4,439,0
14:49:31.251,324,265,458,235,434,21.6,35.4,320,0
14:49:31.780,283,258,456,282,435,21.6,35.5,294,0
14:49:32.308,317,265,459,233,420,21.6,35.4,398,0
14:49:32.837,327,265,455,234,431,21.6,35.4,463,0
14:49:33.364,328,274,499,239,434,21.6,35.4,355,0
14:49:33.893,322,275,478,240,434,21.6,35.5,368,0
14:49:34.421,289,264,442,234,429,21.6,35.4,320,0
14:49:34.950,309,260,444,239,432,21.6,35.6,391,0
14:49:35.478,321,253,462,221,431,21.6,35.3,341,0
14:49:36.006,318,266,461,265,436,21.6,35.5,423,0
14:49:36.535,322,269,476,246,436,21.6,35.4,302,0
14:49:37.062,318,261,457,250,433,21.5,35.6,327,0
14:49:37.592,325,222,458,218,432,21.6,35.5,506,0
14:49:38.120,318,239,458,220,429,21.6,35.3,340,0
14:49:38.649,319,250,468,239,437,21.6,35.4,406,0
14:49:39.176,322,249,462,221,438,21.6,35.6,350,0
14:49:39.705,322,263,458,233,415,21.6,35.8,454,0
14:49:40.232,316,264,476,238,432,21.6,35.5,337,0
14:49:40.762,322,260,461,234,436,21.6,35.6,498,0
14:49:41.289,320,264,460,233,427,21.6,35.5,371,0
14:49:41.819,303,264,448,236,435,21.5,35.5,442,0
14:49:42.346,330,256,467,243,437,21.6,35.4,348,0
14:49:42.875,322,264,459,225,434,21.6,35.3,441,0
14:49:43.402,318,256,459,221,434,21.6,35.5,342,0
14:49:43.931,330,270,456,232,437,21.6,35.4,402,0
14:49:44.459,324,204,452,217,432,21.6,35.4,396,0
14:49:44.987,321,261,460,234,439,21.6,35.4,372,0
14:49:45.515,325,268,460,240,431,21.6,35.6,388,0
14:49:46.044,320,259,457,234,431,21.6,35.5,393,0
14:49:46.572,322,243,457,218,436,21.7,35.4,231,0
14:49:47.102,331,268,447,233,435,21.6,35.4,392,0
14:49:47.629,330,263,460,228,438,21.6,35.4,317,0
14:49:48.158,321,256,461,229,438,21.6,35.5,448,0
14:49:48.686,322,268,461,233,430,21.6,35.5,256,0
14:49:49.216,310,266,446,232,434,21.6,35.4,210,0
14:49:49.743,321,259,470,234,430,21.6,35.5,675,0
14:49:50.273,318,338,461,215,435,21.6,35.3,362,0
14:49:50.800,292,270,448,272,437,21.6,35.4,477,0
14:49:51.329,316,244,461,224,433,21.6,35.4,375,0
14:49:51.856,326,240,460,237,436,21.6,35.4,345,0
14:49:52.384,316,266,449,261,433,21.6,35.4,426,0
14:49:52.912,320,260,462,236,421,21.5,35.5,401,0
14:49:53.440,318,274,453,269,433,21.6,35.4,273,0
14:49:53.968,320,260,456,230,440,21.6,35.3,417,0
14:49:54.496,320,252,461,237,412,21.6,35.3,303,0
14:49:55.024,320,262,464,256,430,21.5,35.5,318,0
14:49:55.552,324,263,463,256,439,21.6,35.3,252,0
14:49:56.081,329,265,451,240,437,21.6,35.4,309,0
14:49:56.608,328,261,473,236,429,21.6,35.4,375,0
14:49:57.136,326,259,454,247,422,21.5,35.4,359,0
14:49:57.664,322,264,459,236,428,21.5,35.4,363,0
14:49:58.192,324,260,459,224,432,21.5,35.4,288,0
14:49:58.720,320,266,460,240,445,21.6,35.5,303,0
14:49:59.249,322,268,464,240,434,21.6,35.3,328,0
14:49:59.777,307,276,448,239,436,21.6,35.3,397,0
14:50:00.305,327,253,454,233,426,21.6,34.8,322,0
14:50:00.833,321,260,466,240,424,21.6,35.3,362,0
14:50:01.361,323,265,472,230,436,21.5,35.5,439,0
14:50:01.889,325,256,458,229,448,21.6,35.3,374,0
14:50:02.417,323,268,463,234,434,21.6,35.3,395,0
14:50:02.945,322,266,490,237,434,21.6,35.3,384,0
14:50:03.473,320,256,462,228,436,21.6,35.3,463,0
14:50:04.001,320,273,458,246,433,21.6,35.3,305,0
14:50:04.528,320,263,452,238,435,21.6,35.4,364,0
